1,WHITE,Usagi,
2,1, 11,1,11, 0, 0, 1,-999,1, 15,999,15
3,all

5, 1,1,1, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 3,1,1, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 5,1,1, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 7,1,1, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 9,1,1, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 11,1,1, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 13,1,1, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 15,1,1, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1

5, 1,1,3, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1

5, 3,3,3, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 3,1,3, 0,0,0, 0,0, 1, 10,0, 2,2,2, 2

5, 5,1,3, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 7,1,3, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 9,1,3, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 11,1,3, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 13,1,3, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 15,1,3, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1

5, 1,1,5, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 3,1,5, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 5,1,5, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 7,1,5, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 9,1,5, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 11,1,5, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 13,1,5, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 15,1,5, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1

5, 1,1,7, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 3,1,7, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 5,1,7, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 7,1,7, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 9,1,7, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 11,1,7, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 13,1,7, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 15,1,7, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1

5, 1,1,9, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 3,1,9, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 5,1,9, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 7,1,9, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 9,1,9, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 11,1,9, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 13,1,9, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 15,1,9, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1


5, 1,1,11, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 3,1,11, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 5,1,11, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 7,1,11, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 9,1,11, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1

5, 11,3,11, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1

5, 13,1,11, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 15,1,11, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1



5, 1,1,13, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 3,1,13, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 5,1,13, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 7,1,13, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 9,1,13, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 11,1,13, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 13,1,13, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 15,1,13, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1

5, 1,1,15, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 3,1,15, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 5,1,15, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 7,1,15, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 9,1,15, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 11,1,15, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 13,1,15, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1
5, 15,1,15, 0,0,0, 0,0, 1, 10,0, 2,2,2, 1

6, 0,-8,0, 8,8,8, 100,0, 1
