1,FIFTH POST,Usagi,
2,1, 1,-3,15, 0, 0, 1,1,1, 15,15,15
3,all

5, 2,-2,6, 0,0,0, 0.2,1, 1000, 2,0, 4,4,4, 1
5, 6,-2,10, 0,0,0, 0.2,1, 1000, 2,0, 4,4,4, 1
5, 10,-2,14, 0,0,0, 0.2,1, 1000, 2,0, 4,4,4, 1

6, 0,-10,0, 8,8,8, 0,0, 1

5, 13,17,1, 0,0,0, 0,0, 0, 0,0, 2,2,2, 3

5, 2,18,1, 0,0,0, 0,1, 1, 2,0, 2,2,2, 2
7, 1,15,1, 0,0,0, 0.04,0,0, 2,0, 2,2,2, 7

5, 11,15,13, 0,0,0, 0,0, 0, 0,0, 2,2,2, 3
7, 11,13,14, 0,0,0, 0,0,-0.04, 2,0, 2,2,2, 7

5, 3,13,11, 0,0,0, 0,0, 0, 0,0, 2,2,2, 3
7, 9,11,11, 0,0,0, -0.04,0,0, 2,0, 2,2,2, 7
