1,FRAGILE,Usagi,
2,1, 1,7,13, 0
3,all

5, 5,15,1, 0,0,0, 0,0, 0.2, 1,0, 2,2,2, 2

5, 5,13,1, 0,0,0, 0,0, 1000, 1,0, 8,2,2, 1

5, 9,11,1.00, 0,0,0, 0,0, 1000, 1,0, 12,2,2, 1

5, 5,9,1, 0, 0, 0, 0,0, 1000, 1,0, 10,2,2, 1
5, 6.2, 7, 1, 0, 0, 0, 0,0, 1000, 1,0, 8,2,2, 1
5, 7,5,1, 0,0,0, 0,1, 1000, 1,0, 13,2,2, 1


5, 3, 3, 0.5, 0,0,0, 0,0, 55, 1,0, 2,4,2, 1


5, 11,3,1, 0,0,0, 0,0, 1000, 1,0, 8,2,2, 1
5, 11,3,1, 0,0,0, 0,0, 1000, 1,0, 6,2,2, 1

6, 0,2,6, 1,1,1, 0,0, 1

5, 9,1,1, 0,0,0, 0,0, 0, 1,1.5, 20,2,2, 1

